'GENE,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,"10,000 cell Rep1 (P1)","10,000 cell Rep2 (P2)","10,000 cell Rep3 (P3)",Gene Category
'TMED11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMED2,47.18465793,20.25419267,160.6958121,0,123.8887155,52.68408921,28.40028607,0.075941552,0.282477611,69.13297301,24.56547864,0,0.092265197,0.577258032,223.7291387,0.362213626,17.19950068,23.52158411,168.0215768,133.2693969,169.1161918,
'TMED3,128.8415345,190.6569885,0.492482663,341.4565004,0,69.28961297,0.213293287,186.5713963,139.7487925,0.208076085,30.47578646,0,252.254333,0.444034312,0.226273021,17.94672816,0.117838238,0,84.92686635,79.55179655,85.69188662,
'TMED4,158.2614477,0.09346519,85.27428772,0.081113844,22.45706938,0,0.170740677,134.1681005,128.091323,421.5471411,309.0001695,0.555716895,100.6036758,92.45434603,0.271675334,149.5572675,0,0.295977267,40.88503786,45.39091653,46.33012333,
'TMED5,49.89475242,4.288082539,7.014862741,11.55120675,30.21895143,27.49490317,0.875404377,6.123934366,191.029435,0.274923351,228.0105854,252.1940004,0.254392638,17.16335808,11.44407369,71.48693641,98.0331604,10.00619016,139.6796638,136.7532609,114.6958802,
'TMED6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.127321936,0,
'TMED7,14.89787111,3.833202236,0.936165041,3.708792204,0.221517132,14.78250242,0.343068273,1.395322213,2.665309117,0.848998047,0.175032671,35.54933139,0.60977111,1.017524506,59.44752703,2.738136461,1.173293326,8.510036334,30.08005259,26.19020163,18.66660643,
'TMED8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573171429,1.592269488,0.683128134,
'TMED9,159.0753418,424.2797502,61.88636817,77.21550707,283.027669,324.7754014,140.9855969,365.633817,7.18780251,680.193238,172.6076252,232.663647,0.45039826,511.5200595,368.0076437,74.70728272,0.238249132,14.56552485,44.72280064,40.16518064,62.65758533,
'TMEFF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.254406187,0,0,0.286991417,0,0.702524669,
'TMEFF2,0,0.236452987,0,0.047068788,4.992365268,0,0,0,0,0.146057238,0.078284617,0,0,0.257781852,0.103495534,0.226815765,0,0.005947288,0,0.026748425,0,
'TMEM100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM101,0,0,0.067948442,0,51.09240857,0,129.1784009,0,0.210155317,0,0,0,0,0,0,0,0,0,5.222194077,4.68271876,6.067193399,
'TMEM102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM103,0.339582848,0.250752049,0.201323564,0,0.14046745,0.350368695,0.17222685,0.233212677,0.20387188,0,0.289977046,1.317436938,0.294617501,0.507643052,0.580580685,1.25461066,0.076567224,0.052661851,0.866359267,1.716439205,0.938268036,
'TMEM104,0.841294502,0,0.023479316,0,0,0.028589767,0,0,0,76.05106533,6.87494432,0,0,0.093643016,0.032279952,0,0.041676848,0.065288132,7.75695498,7.564357144,5.16604312,
'TMEM106A,161.7875288,0.130267348,0.183266658,73.72084786,64.98196612,57.65995822,293.7190987,12.55527954,0.283017992,125.8337452,26.97673472,0.461068891,0.433408272,16.69375503,290.7843273,418.6072221,0,8.326917592,58.48831743,62.95989362,60.36506771,LPS Response
'TMEM106B,29.6993589,0,0,0.041075484,0.033484592,0,0.021589827,0.062145815,0,0,0.017151353,0.093856495,81.10657148,0.04498548,0,14.59621766,0.07138468,0,10.51997823,10.55643258,9.089226115,
'TMEM106C,0,0.105264165,2.664608067,0,0,0.09283149,0,0,0,123.1243136,3.281691946,0,0,0.100082326,0,0,0,0.083395235,34.13906343,36.20236363,30.09789092,
'TMEM107,0,0,0,0,0,0,0,1.341648438,0,0,0,0,0,55.04746378,0,0,0,0,6.05196662,10.26151341,8.435546066,
'TMEM108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM109,96.57938652,0.155649941,18.29487724,0.202698178,71.37338994,52.26560922,0.07109272,153.1132557,434.6916486,0,72.65073123,0,140.1711114,74.17584208,0.226227765,137.4252022,0,28.13003672,38.12232539,34.61023903,43.22607406,
'TMEM11,102.2649499,0,0.089544541,0,70.42281219,0.112330541,0,0,0,148.4737842,0,0.252308097,0,83.09287456,0,0,0,0,27.03497057,26.9849954,32.5431527,
'TMEM110,0,0,0,0,0,0,0,0,0.042311208,0,0,0,0,0,0,1.099963102,0,0,1.538531984,0.115138977,1.743441892,
'TMEM111,0.569917926,0,0.14325342,0,0.08795411,0,0.913491166,16.57080712,209.6821894,11.4432823,0.382924949,1.330885059,2.000407194,7.023210742,0.240586321,0.214426603,0.067015524,2.189024945,57.79253035,43.13426054,61.99688781,
'TMEM114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.03278967,0,0,0,0,0,0,
'TMEM115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.435915417,6.352150987,10.01966181,
'TMEM116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15295955,0.961215064,1.019136029,
'TMEM117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355007944,0.380347238,
'TMEM120A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117617962,0,0,0,33.11718334,26.99917322,29.23596173,
'TMEM120B,0,0,0,0,0,0,0,0,0,0,0.062864345,0,0,0,0,0,0,0,6.350607536,2.61226333,8.077781676,
'TMEM121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM123,0.260350052,0.153577285,0.36063783,0.044472923,0.072474779,1.265800893,90.22539053,37.93608075,46.41829609,0.090785188,0.18574026,350.4077344,231.3321832,67.32603757,0.148825872,435.5045121,0.206355558,95.48138022,202.6460088,189.5596561,179.5728803,
'TMEM125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM126A,0,1.303276114,0.912851158,0.38901072,0,55.58841851,0.198224577,83.70485777,0.236531061,0,0,0,0,64.72687673,87.71904558,0.234653215,0,0,64.48888855,73.66478505,73.84851027,
'TMEM126B,0,0.378436406,0,162.6870788,0.133189011,0,0,0.16608825,135.5421964,0,0.137001319,0,326.0135149,0,0.183266315,0,0,0,12.74125384,13.16993167,12.46668943,
'TMEM127,28.10300576,0,0.162324028,1.143631488,27.47503477,60.45154303,111.4448583,0,65.93174358,0.932189546,0.04775662,0.130648696,0.210371795,90.45733848,93.85695587,75.38344042,0.033138675,51.84588254,16.67604836,16.26304141,21.49300117,
'TMEM128,78.49992813,0.291236819,126.7151196,0,0.16031244,122.4444005,0,0.127781766,70.51550918,0,0,0.576236419,683.8611502,0,0.441806342,261.2716217,248.6961289,0.809553749,100.0524111,101.5310051,88.61882061,
'TMEM129,29.23807205,0,0.186619736,0.057542733,0,0,0,0,0,0,0,0,0.635573682,0.126080792,0,0,0,0,8.587338071,5.457320807,3.709917446,
'TMEM130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM131,6.023232372,6.504220778,0,0.090455574,0,0,0.047567649,0,0.113211486,0,0,0,0,0,147.5196655,0,0,0,11.80087454,15.1326866,11.5004303,
'TMEM132A,0,0,0,5.181227758,0,0,0,0,0,0,0.027046132,0,0,0,0,1.618606591,0.168439364,0,3.126325574,3.071698131,3.820105492,
'TMEM132B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM132C,0,0,0,0,0,0,0,0,0,0,0,0.336135359,0,0,0,0,0,0,0,0,0,
'TMEM132D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM132E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030150881,0,0,
'TMEM134,0,0,0.307695136,0,0,0,0,0,0,0,0,0,0.311309471,0.098035485,0,0,0,0.082342887,24.09887876,22.47448695,27.67466744,
'TMEM135,32.562719,0.039409629,0,13.51403423,0.027910232,0.034812248,0,17.21044804,0.042843887,0.034915264,0.542648343,0,25.95840367,0.037510888,0.114576482,5.610255517,0,0.186584976,25.46510014,27.42849687,26.36366554,
'TMEM136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523392651,3.083791032,4.230836324,
'TMEM139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM140,0,0.056441509,2.33212435,4.943695471,0,10.23325282,1.856412464,0.088722168,0,16.3449358,0,0,0,107.3567689,202.7832043,0.118127664,0.101950831,0.044583064,11.82551353,14.53029744,19.30322035,LPS Response
'TMEM141,50.05015751,0,0,0,0.146671866,102.9834295,0,0,0,0.187028293,0,0,0,0.39586087,0,0,0,51.04223023,2.000791701,6.805101729,4.397672984,
'TMEM143,0.116351953,0,0.02147182,0,0.021578018,0.053835433,0.111328202,0,0.043789549,0.080193514,0.06632678,0.120636037,0.064925559,0.029038367,0,0.063770151,0,0.024020312,0.646673938,1.510814335,0.090249465,
'TMEM144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203463008,0,0,0.973977098,4.24334121,1.392909189,
'TMEM145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552284907,1.364436454,
'TMEM147,0,2.440179443,0,0.178374695,89.05748802,0.181299073,0.171333134,0,0.224401843,0,0,0,0,0,0,0,219.2725713,0,20.38586857,19.52925547,16.72980554,
'TMEM149,0,0,0,0.140198336,0,51.89937516,0,27.56518894,0,24.74611123,0,0,0.053934134,0,0,0,0,28.77089972,25.70648073,15.97451428,24.46178764,
'TMEM14A,0,0,0,0,0,0,0.109549178,0,0,0,0,0,18.11541742,0,0,0,0,0,7.61276457,4.917165003,4.946766676,
'TMEM14C,255.0858349,82.75963215,140.4742536,233.9426945,486.3214205,196.8765029,5.70223565,531.2823656,201.3443529,185.2393969,257.6519685,175.2310383,170.3530645,137.0970603,0.351896698,0.379437603,0.183547159,127.684232,258.8121503,256.0242551,263.280987,
'TMEM150A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102068832,0,4.303768396,3.804546269,3.205989279,
'TMEM150B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755921541,0,1.915737992,
'TMEM150C,0,0.105449662,0.033499715,0,52.98198933,0.047900968,0,0,0,0,0,75.24169144,0.115632599,0,0.052568068,0,0,0,0.303374733,0.632856544,1.33115641,
'TMEM151A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820192005,0.12704968,0.390649528,
'TMEM151B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085546345,0,0,
'TMEM154,137.0891847,7.603680272,25.46587417,85.09132646,54.21124813,67.0822239,47.83039681,151.7204431,1.187728384,125.337915,36.56680615,0.173493987,0.093151117,59.72500063,0.127045791,0,22.80522475,47.80333137,91.41854806,105.7030893,99.56807064,
'TMEM158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188503666,0.086235061,0.051227708,
'TMEM159,123.415554,0.217851134,0.076581681,0.188991524,77.84587727,46.29690236,0,18.82549083,1.303417064,209.7796594,0.078968321,0.431545077,293.8234337,106.9745506,596.015169,65.7147702,0.219793143,55.41438315,40.92815742,27.80629797,33.75669353,
'TMEM160,0,0,0,0,0,0,0.368653791,0,0,0,0,0,0,0,12.71400395,0,0,0,1.463205377,3.114778758,2.705876484,
'TMEM161A,0,0,0.045315615,0.111779485,0,0.056811907,0.058793485,0,0.331546186,0.057117593,0,0,91.01547698,0,158.6942057,0,0,0.05085815,4.915945441,8.025019106,3.232706171,
'TMEM161B,0.209192211,0,0.077284388,0.238271902,0,0.205085939,0,0,0,0,0,0,0,0,0,2.917365648,0,1.880825903,9.789355883,5.684633663,5.35532053,
'TMEM163,0,0,0,0,0,0,0,0,0,0,0,0.116513748,0,0,0,0,0,0,0,0,0,
'TMEM164,11.32467394,0,39.06578117,0,0.03853138,8.064997158,0,8.678300657,68.44824575,0.024067962,0.019738139,0,0,0,0.026351101,0,0.02738721,0.042878301,10.11721871,11.24379473,13.02353486,
'TMEM165,0.301554034,0,0,0,0,0,0,0,0,0,0.114927748,0,0,0,0,0.663006239,0,19.12565654,17.91501417,15.11154763,11.6400444,
'TMEM167,27.93002224,27.91501267,39.33552846,34.1598845,14.77413282,23.9456188,30.69173821,2.900522803,18.60827616,0.023309981,25.62646993,120.6061693,42.31330559,10.45449909,81.72524128,16.8382837,0.039815715,35.5868431,30.6810374,26.75627771,23.10030696,
'TMEM167B,0.067811494,0,0,0.046339204,27.27708716,1.978375981,0.097475254,45.65109414,0.115998461,0.094614452,0.077415221,4.022514316,122.7487879,0.050761555,0,0.055824623,0.053758907,0.042128014,8.057032207,12.13231362,4.821610726,
'TMEM168,0.056358204,0.04430383,0.044841254,13.32389458,0.062740091,0.056199502,0.116252146,0.077704276,13.72749604,0,0.032152919,0.087945296,207.9299906,0.04216583,0,2.53045096,0.133922373,0,28.90068435,22.47342457,22.15170662,
'TMEM169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923316847,
'TMEM170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449205468,0.453682619,
'TMEM170B,54.03275716,0.139861244,2.325009425,39.81690177,63.09802811,46.24604069,22.89763822,39.96938144,32.03617617,63.74520373,7.528772687,0.079386764,27.51484615,38.63076434,0.058094094,1.276571103,121.8435524,0.031495441,11.77188678,16.03807837,11.09151195,
'TMEM171,0,0.13670424,0,0,0,0,91.20113373,0.119155031,0,0,0,0,0,45.64323179,0.131551315,0,0,0,7.550899925,8.144685978,8.646851638,LPS Response
'TMEM173,91.10406291,231.2495125,57.68779199,217.1796726,89.73413021,7.459365379,0.187325608,83.54927937,192.3205413,0.358323263,0.04958484,312.9784324,144.6969839,153.9689335,0.132462174,54.48115698,0.206709766,403.352312,43.28592985,48.33951506,47.03655782,
'TMEM174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM175,0,0,0,0,0.035055513,0,0.135734713,0,0,0,0,0,0,0,0,0,0,0,10.78476626,5.569586574,6.193481098,
'TMEM176A,0.170590376,0.675077465,402.2662324,0.702333085,0.095245984,99.95770167,0.493140555,0.118469482,216.6270988,0.240888397,0.097841633,1.079310525,1149.381648,0.256610921,336.1480958,697.9979764,0,0.40813923,34.33752054,39.5008285,40.15303493,
'TMEM176B,1.683830433,0.592888347,0.426028379,1.027714371,0.209012537,7.834544434,259.1292676,0.782685068,771.7609165,0.785830393,0.429556807,214.0861109,2717.628283,0.422474276,210.5097368,1759.305024,0.748311553,686.2483205,85.23124395,72.02437686,113.4521677,
'TMEM177,0.056499841,98.73575347,0.031296997,0.038591911,0.031449002,25.42056997,0,0,0.048288201,0,0.032233935,0,0,0,0,0.046488074,0,89.05951869,0.702500457,0.198699804,1.360779432,
'TMEM178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.716778234,1.632921711,1.625037407,
'TMEM179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM179B,59.438556,8.099402627,0,0,2.099609733,0,0,48.66153573,0,117.9025273,0,0,1.136168971,0,90.39885297,0,0,0,61.34437473,57.93924482,52.58553746,
'TMEM18,0,0.04960656,0,0.086865679,0.070781242,0,0.045678234,0,0,0,0,0,216.4015228,0.04720847,0,0,0,0,4.031030323,1.233243902,3.447518444,
'TMEM180,0,0,0,0,0,0,0.064667776,0,0.076978453,0,0,0,0,0.067342084,0,0,0,0,16.96612914,18.20174545,7.74310906,
'TMEM181A,0,0,0,0,0.056876975,1.064831508,0,0,0,0,0,0,0,0,0,0,0,0,16.68526567,24.47521874,20.12058783,
'TMEM181B,4.739097307,0.547933472,9.565400079,0.498345594,0.809308374,9.10189577,0.074053496,2.043038499,1.855575366,4.04011038,1.825443158,280.110171,80.56850758,46.33907597,72.39529921,7.240542539,9.267995101,0.316782108,5.17651195,4.501235767,0.459650047,
'TMEM181C-PS,0,0,1.054522788,0,0,0,0,0,0,0,0,9.231917711,2.266998535,0,0,0,0,0,0,0,0,
'TMEM182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM183A,0,0,0.03256771,92.79842194,0,0,0,0,0,0,0.03354388,0,0,0,0,0,0,0,9.496903754,18.10827639,15.74003503,
'TMEM184A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM184B,0.221068587,0,0.030612976,0,0,0,0,0,0,0,0,0,0.046302762,0,0,0,0,0,9.712969639,9.084409744,10.17977185,LPS Response
'TMEM184C,0,0,0,0.047765805,53.62435138,0.048554279,0,0,0,0,0.039899785,0.109116022,0,0,0.053285864,0,0,0,9.571822523,18.07271366,14.79445448,
'TMEM185B,0,0,0,0,0,0,0,0,0,0,0.05261858,0,0,0,0,0,0,0,16.65841312,20.42372311,11.55825457,
'TMEM186,0,0,0,0,1.445303967,36.55691075,0,0.04476486,0,0.045260572,0,0,0,0,0,0,0,0,0.991146865,1.485886617,1.052091544,
'TMEM188,0,0,0,39.89324937,0,16.67900619,3.699920207,0.150679024,19.45760631,65.12688917,0,0.170264659,0.091534267,1.099930994,0,0,0,38.425029,21.05666751,19.97460535,14.28379656,
'TMEM189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19602585,22.49469702,24.59115798,
'TMEM19,60.40723096,0,0.080616693,9.150727285,0.080972946,33.13332538,0.045213225,0,0.053801711,0,0,348.1557169,0.122219472,8.979578553,0,60.13719766,0.099732301,0,9.081186597,6.55717708,10.34511546,
'TMEM190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM191C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317988432,0,
'TMEM192,0,9.039694451,48.44408807,0.12122289,3.072183041,0.142198282,0,0,0,0.144319213,0,75.35876193,0,0,0.156405974,0,0,10.3974337,35.30659379,36.05599286,37.46065698,
'TMEM194,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26317827,0,0,0,0,0.361233017,1.811267913,2.728339864,
'TMEM194B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3603136,0.21389726,0.39049501,
'TMEM195,65.85590413,0,0.749947863,0,0,0,0,0,0,0,0,0,0,0,0.067010945,0,0,0,1.493337977,1.058780605,2.358968673,
'TMEM196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM199,100.2348146,174.1771134,57.86226101,95.33097583,105.1965756,0,0.104994907,0.100866155,0,0,36.33670824,0,77.55423422,158.4011035,0.222767174,45.31450033,0.116007413,0,26.62358375,21.51702596,31.65322736,
'TMEM2,13.02069181,0,25.51983707,9.432781783,0.030882767,0.538876572,37.01457367,0.966928157,0,25.49834685,1.534339953,0,0.04644545,11.6789242,0.130812938,8.847618552,0,0.017173982,4.59412453,2.759712432,5.240980801,LPS Response
'TMEM20,3.017749772,6.276009248,1.988753044,4.760074532,3.484295251,1.930377491,3.220854154,2.150724801,1.402308482,2.515813325,3.360938659,8.885767525,3.230007441,1.709094801,4.880759631,6.028570467,4.252676757,1.03694546,0.540516094,0.608009495,0.370421526,
'TMEM200A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM200B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162284206,0,0,
'TMEM201,0,0.035691654,0,0.030990603,0,0,0,0.062540276,0.038765959,0,0,0.141666259,0,0.067887405,0,0.074658016,0.035924436,0.028131777,0.028983862,1.285946201,0.290053869,
'TMEM202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117623745,0,0,0,0,6.073383074,5.762380029,7.901915243,
'TMEM203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.327586318,2.715333386,8.154083169,
'TMEM204,0,0,0,0,0,0,0,0,0,17.33676065,0,0,0,0,0,0,0,0,0,0,0,
'TMEM205,45.07290024,95.3872271,0,0,0,0,0,0,97.20058041,140.4643177,91.34069434,0,0,0,0,0,0,35.67505959,18.19815236,20.27562541,24.07864188,
'TMEM206,25.13277899,0.135396458,0.105851658,0.467360963,0.094811801,0.031716742,0.359534177,0.205921056,0.275004101,20.26745964,0.133072639,1.115698446,125.3438707,0.89914163,0.150358301,0.741665731,0.305408615,0.03967453,10.0298875,10.38342941,8.733729223,
'TMEM207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM208,132.1270715,0.214241328,89.7454446,193.7302163,255.5024267,280.6084017,329.8349733,10.72080055,142.0727765,0,0.310114894,0.84593163,213.8904724,0.20332664,0.207483322,75.14100286,0.433228137,213.246046,75.6346132,83.72538408,94.63843422,
'TMEM209,0,127.8920528,0,0,2.004375525,0,0.039187895,0,64.9045633,0,0.031126127,0,0.045710932,6.204534335,0,0,0,0.03384936,2.127363626,5.308868531,4.431173786,
'TMEM210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM214,58.09295324,0,37.5659247,0,0.051539687,34.79683899,0,0.12783728,0.237747191,0,0.052863192,0,0,0,0,0,0,0,11.26709201,13.75091295,19.73422088,
'TMEM215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423799091,1.418407706,1.612726679,
'TMEM216,7.817296396,0.143981869,0,0,0,0,0,0,0.22841782,0,160.4506478,0,0,0,0,0,0,0,0.416071761,0.571221102,1.600229321,
'TMEM217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575293186,0,0,
'TMEM218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241259505,2.943687555,1.277265517,
'TMEM219,117.8832231,0,0.720095266,100.9938986,94.83782918,52.54491359,0,229.7459565,0.744822504,0.153010319,63.76613268,324.8742829,0,109.1745838,330.7027734,81.30625709,0.345630623,230.5980683,58.0954203,64.13362799,57.79629739,
'TMEM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06920029,0.949765892,0.676289508,
'TMEM220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.571548858,1.313656468,3.183838665,
'TMEM221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059392202,0.407174855,
'TMEM222,0,0.103258741,0.072611826,0,0,0.273202453,0,0,146.6650279,0,0,0.204584324,0,91.81365777,0,80.87364996,0,13.98719174,21.81367138,13.13101945,17.20766291,
'TMEM223,42.64655143,3.797963156,20.65126563,0,0,14.53695907,0,0,0,0,0,269.8541072,0,0,0,19.12000247,0,0,29.97460402,40.6155434,27.80610361,
'TMEM225,0,0,0,0,0,0,2.797625147,0,0,0,0,0,0,0,0.46868126,0,0,0,0,0,0,
'TMEM229A,0,0,0,0,0,0,0,0,0,0.025628692,0,0,0,0,0,0,0,0,0,0,0,
'TMEM229B,0,0,8.157207029,0,0,0,0,64.926999,0,0.035985043,0,0,0,2.957036536,0.039358762,0,0,0.652979456,2.335448907,3.934452926,3.087670049,
'TMEM231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444837791,
'TMEM26,0,0,0,0.024821581,0,0,35.12427506,0,0,0,0,0,0,0,0,0,0,0,0.841084366,0,0,
'TMEM27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257371761,0,0,0,0,0,
'TMEM28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12726718,
'TMEM29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM30A,49.55356091,0.039776731,0.224262506,0.034565213,0,0,0.036345857,0,0,0,0.040182328,0,0.042395126,37.45664075,0.053662705,1.723386587,7.874733616,57.59694122,61.86217662,57.83281835,51.62884762,
'TMEM30B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM30C,0,0,0,0.036435223,0,0,0,0,0,0.037155686,0,0,0,0.080874232,0.040635113,0.043889216,0.040900903,0,0,0,0,
'TMEM33,9.331729439,0,4.607771982,42.02255253,0.329281633,0.165961515,0.049059565,0,68.35943649,0.237601998,0,0,0.276598681,1.891060066,0.152206262,10.98224353,0,0,51.4522373,40.70519659,40.90188913,
'TMEM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'TMEM37,57.29613981,0.469870151,53.42793714,0.271436267,128.717041,161.1232243,649.6947699,0,0,0,0,0,25.36817697,0.446357953,0,68.72830652,0,72.44421518,99.1152667,102.36593,96.29378979,
'TMEM38A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589287587,0.386942451,0.083756696,
'TMEM38B,39.76780985,0.051360353,0.108545614,0.089237248,0.072712016,0.045355276,0.046926412,21.89056481,0.111684058,117.2613239,0,0,0,0.048876045,0,0,0.103516578,94.11885137,25.37582402,30.43418879,27.12989988,
'TMEM39A,32.02257291,0.438381347,7.470069059,0.507516925,0.23105759,38.24015009,0.066745491,0.143336597,26.39053629,0.259550335,31.10002298,1868.566846,282.3495352,0.777140352,230.8054615,2327.957371,0.082388779,0.404397428,53.2341201,61.86045411,62.86569125,LPS Response
'TMEM39B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.447358175,1.947570355,3.264935349,
'TMEM40,0,0,0,0,0,0,0,78.21097842,0,0,0,0,0,0,0,0,0,0,0.787443279,1.524736914,2.426800494,
'TMEM41A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292217009,0.128393216,3.672650792,
'TMEM41B,0,84.23591688,0,0,2.298595283,0.037202918,0,0,7.841330892,0,0,0,0.044891237,11.66248887,0,0,0.042437363,0,17.06970665,17.55461261,21.27217209,
'TMEM42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.928036861,2.788340783,5.634193611,
'TMEM43,52.38406946,146.9869774,5.776250958,102.9452313,0.073004089,0.091075224,105.1141069,81.35740655,0.504602261,143.698454,0.037419704,0.409356862,0.054960342,610.7248606,0.049971627,0.053967158,0,0,16.34004473,17.63220489,10.91040775,
'TMEM44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
