,gene_category
RASA4,LPS Response
RASAL1,
RASAL2,
RASAL3,
RASD1,
RASD2,
RASEF,
RASGEF1A,
RASGEF1B,LPS Response
RASGEF1C,
RASGRF1,
RASGRF2,
RASGRP1,
RASGRP2,
RASGRP3,
RASGRP4,
RASIP1,
RASL10A,
RASL10B,
RASL11A,
RASL11B,
RASL12,
RASL2-9-PS,
RASSF1,
RASSF10,
RASSF2,
RASSF3,
RASSF4,
RASSF5,
RASSF6,
RASSF7,
RASSF8,
RASSF9,
RAVER1,
RAVER2,
RAX,
RB1,
RB1CC1,
RBAK,
RBBP4,
RBBP5,
RBBP6,
RBBP7,
RBBP8,
RBBP9,
RBCK1,
RBFA,
RBFOX1,
RBFOX2,
RBFOX3,
RBKS,
RBL1,
RBL2,
RBM10,
RBM11,
RBM12,
RBM12B,
RBM15,
RBM15B,
RBM16,
RBM17,
RBM18,
RBM19,
RBM20,
RBM22,
RBM24,
RBM25,
RBM26,
RBM27,
RBM28,
RBM3,
RBM31Y,
RBM33,
RBM34,
RBM38,
RBM39,
RBM41,
RBM42,
RBM43,LPS Response
RBM44,
RBM45,
RBM46,
RBM47,
RBM4B,
RBM5,
RBM6,
RBM7,LPS Response
RBM8A,
RBMS1,
RBMS2,LPS Response
RBMS3,
RBMX2,
RBMXL2,
RBMXRT,
RBMY1A1,
RBP1,
RBP2,
RBP3,
RBP4,
RBP7,
RBPJ,
RBPJL,
RBPMS,
RBX1,
RC3H1,
RC3H2,
RCAN1,
RCAN2,
RCAN3,
RCBTB1,
RCBTB2,
RCC1,
RCC2,
RCCD1,
RCE1,
RCHY1,
RCL1,
RCN1,LPS Response
RCN2,
RCN3,
RCOR1,
RCOR2,
RCOR3,
RCSD1,
RCVRN,
RD3,
RDBP,
RDH10,
RDH11,
RDH12,
RDH13,
RDH14,
RDH16,
RDH18-PS,
RDH19,
RDH5,
RDH7,
RDH8,
RDH9,
RDM1,
RDX,
REC8,
RECK,
RECQL,
RECQL4,
RECQL5,
REEP1,
REEP2,
REEP3,
REEP4,
REEP5,
REEP6,
REFBP2,
REG1,
REG2,
REG3A,
REG3B,
REG3D,
REG3G,
REG4,
REL,LPS Response
RELA,
RELB,
RELL1,
RELL2,
RELN,
RELT,
REM1,
REM2,
REN1,
RENBP,
REP15,
REPIN1,
REPS1,
REPS2,
RER1,
RERE,
RERG,
RERGL,
RESP18,
REST,
RET,
RETN,
RETNLA,
RETNLB,
RETNLG,
RETSAT,
REV1,
REV3L,
REXO1,
REXO2,
REXO4,
RFC1,
RFC2,
RFC3,
RFC4,
RFC5,
RFESD,
RFFL,LPS Response
RFK,
RFNG,
RFPL3S,
RFPL4,
RFPL4B,
RFT1,
RFTN1,
RFTN2,
RFWD2,
RFWD3,
RFX1,
RFX2,
RFX3,
RFX4,
RFX5,
RFX6,
RFX7,
RFX8,
RFXANK,
RFXAP,
RG9MTD1,
RG9MTD2,
RG9MTD3,
RGAG1,
RGAG4,
RGL1,LPS Response
RGL2,
RGL3,
RGMA,
RGMB,
RGN,
RGNEF,
RGP1,
RGR,
RGS1,LPS Response
RGS10,
RGS11,
RGS12,
RGS13,
RGS14,LPS Response
RGS16,
RGS17,
RGS18,
RGS19,
RGS2,
RGS20,
RGS22,
RGS3,
RGS4,
RGS5,
RGS6,
RGS7,
RGS7BP,
RGS8,
RGS9,
RGS9BP,
RGSL1,
RHAG,
RHBDD1,
RHBDD2,
RHBDD3,
RHBDF1,
RHBDF2,LPS Response
RHBDL1,
RHBDL2,
RHBDL3,
RHBG,
RHCG,
RHD,
RHEB,
RHEBL1,
RHO,
RHOA,
RHOB,LPS Response
RHOBTB1,
RHOBTB2,
RHOC,
RHOD,
RHOF,
RHOG,
RHOH,
RHOJ,
RHOQ,
RHOT1,
RHOT2,
RHOU,
RHOV,
RHOX1,
RHOX10,
RHOX11,
RHOX12,
RHOX13,
RHOX2C,
RHOX2D,
RHOX2E,
RHOX2F,
RHOX2G,
RHOX2H,
RHOX3-PS,
RHOX3A,
RHOX3B,
RHOX3C,
RHOX3E,
RHOX3F,
RHOX3H,
RHOX4A,
RHOX4B,
RHOX4C,
RHOX4F,
RHOX4G,
RHOX6,
RHOX7,
RHOX8,
RHOX9,
RHPN1,
RHPN2,
RIAN,
RIBC1,
RIBC2,
RIC3,
RIC8,
RIC8B,
RICTOR,
RIF1,
RIIAD1,
RILP,
RILPL1,LPS Response
RILPL2,LPS Response
RIMBP2,
RIMBP3,
RIMKLA,
RIMKLB,
RIMS1,
RIMS2,
RIMS3,
RIMS4,
RIN1,
RIN2,LPS Response
RIN3,
RING1,
RINL,
RINT1,
RIOK1,
RIOK2,
RIOK3,
RIPK1,
RIPK2,LPS Response
RIPK3,
RIPK4,
RIPPLY1,
RIPPLY2,
RIPPLY3,
RIT1,
RIT2,
RLBP1,
RLF,
RLIM,
RLN1,
RLN3,
RLTPR,
RMI1,
RMND1,
RMND5A,
RMND5B,
RMRP,
RMST,
RN4.5S,
RNASE1,
RNASE10,LPS Response
RNASE11,
RNASE12,
RNASE13,
RNASE4,
RNASE6,
RNASE9,
RNASEH1,
RNASEH2A,
RNASEH2B,
RNASEH2C,
RNASEK,
RNASEL,
RNASET2A,LPS Response
RNASET2B,LPS Response
RND1,LPS Response
RND2,
RND3,LPS Response
RNF10,
RNF103,
RNF11,
RNF112,
RNF113A1,
RNF113A2,
RNF114,LPS Response
RNF115,
RNF121,
RNF122,
RNF123,
RNF125,
RNF126,
RNF128,
RNF13,
RNF130,
RNF133,
RNF135,LPS Response
RNF138,
RNF139,LPS Response
RNF14,
RNF141,
RNF144A,
RNF144B,
RNF145,
RNF146,
RNF148,
RNF149,
RNF150,
RNF151,
RNF152,
RNF157,
RNF160,
RNF165,
RNF166,
RNF167,
RNF168,
RNF169,
RNF17,
RNF170,
RNF180,
RNF181,
RNF182,
RNF183,
RNF185,
RNF186,
RNF187,
RNF19A,
RNF19B,LPS Response
RNF2,
RNF20,
RNF207,
RNF208,
RNF212,
RNF213,LPS Response
RNF214,
RNF215,
RNF216,
RNF217,
RNF219,
RNF220,
RNF222,
RNF24,LPS Response
RNF25,
RNF26,
RNF31,LPS Response
RNF32,
RNF34,
RNF38,
RNF39,
RNF4,
RNF40,
RNF41,
RNF43,
RNF44,
RNF5,
RNF6,
RNF7,
RNF8,
RNFT1,
RNFT2,
RNGTT,
RNH1,
RNLS,
RNMT,
RNMTL1,
RNPC3,
RNPEP,
RNPEPL1,
RNPS1,
RNU11,
RNU12,
RNU1B2,
RNU73A,
RNU73B,
ROBLD3,
ROBO2,
ROBO3,
ROBO4,
ROCK1,
ROCK2,
ROD1,
ROGDI,
ROM1,
ROMO1,
ROPN1,
ROPN1L,
ROR1,
ROR2,
RORA,
RORB,
RORC,
ROS1,
RP1,
RP1L1,
RP23-282C23.3,
RP23-438H3.2,
RP2H,
RP9,
RPA1,
RPA2,
RPA3,
RPAIN,
RPAP1,
RPAP2,
RPAP3,
RPE,
RPE65,
RPF2,
RPGRIP1,
RPGRIP1L,
RPH3A,
RPH3AL,
RPIA,
RPL10,Housekeeping
RPL10A,Housekeeping
RPL10L,Housekeeping
RPL11,Housekeeping
RPL12,Housekeeping
RPL13,Housekeeping
RPL13A-PS1,Housekeeping
RPL14,Housekeeping
RPL15,Housekeeping
RPL17,Housekeeping
RPL18,Housekeeping
RPL18A,Housekeeping
RPL19,Housekeeping
RPL21,Housekeeping
RPL22,Housekeeping
RPL22L1,Housekeeping
RPL23,Housekeeping
RPL23A,Housekeeping
RPL24,Housekeeping
RPL26,Housekeeping
RPL27,Housekeeping
RPL27A,Housekeeping
RPL28,Housekeeping
RPL29,Housekeeping
RPL3,Housekeeping
RPL30,Housekeeping
RPL32,Housekeeping
RPL34,Housekeeping
RPL35,Housekeeping
RPL35A,Housekeeping
RPL36,Housekeeping
RPL36A,Housekeeping
RPL36AL,Housekeeping
RPL37,Housekeeping
RPL37A,Housekeeping
RPL38,Housekeeping
RPL39,Housekeeping
RPL39L,Housekeeping
RPL3L,Housekeeping
RPL4,Housekeeping
RPL41,Housekeeping
RPL5,Housekeeping
RPL6,Housekeeping
RPL7,Housekeeping
RPL7A,Housekeeping
RPL7L1,Housekeeping
RPL8,Housekeeping
RPL9,Housekeeping
RPLP0,Housekeeping
RPLP1,Housekeeping
RPLP2,Housekeeping
RPN1,
RPN2,
RPP14,
RPP21,
RPP25,
RPP30,
RPP38,
RPP40,
RPPH1,
RPRD1A,
RPRD1B,
RPRD2,
RPRL1,
RPRL2,
RPRL3,
RPRM,
RPRML,
RPS10,Housekeeping
RPS11,Housekeeping
RPS12,Housekeeping
RPS13,Housekeeping
RPS14,Housekeeping
RPS15,Housekeeping
RPS15A,Housekeeping
RPS16,Housekeeping
RPS17,Housekeeping
RPS18,Housekeeping
RPS19,Housekeeping
RPS19-PS3,Housekeeping
RPS19BP1,Housekeeping
RPS20,Housekeeping
RPS21,Housekeeping
RPS24,Housekeeping
RPS25,Housekeeping
RPS26,Housekeeping
RPS27,Housekeeping
RPS27A,Housekeeping
RPS27L,Housekeeping
RPS28,Housekeeping
RPS29,Housekeeping
RPS3,Housekeeping
RPS3A,Housekeeping
RPS4X,Housekeeping
RPS5,Housekeeping
RPS6,Housekeeping
RPS6KA1,Housekeeping
RPS6KA2,Housekeeping
RPS6KA3,Housekeeping
RPS6KA4,Housekeeping
RPS6KA5,Housekeeping
RPS6KA6,Housekeeping
RPS6KB1,Housekeeping
RPS6KB2,Housekeeping
RPS6KC1,Housekeeping
RPS6KL1,Housekeeping
RPS7,Housekeeping
RPS8,Housekeeping
RPS9,Housekeeping
RPSA,Housekeeping
RPTN,
RPTOR,
RPUSD1,
RPUSD2,
RPUSD3,
RPUSD4,
RQCD1,
RRAD,
RRAGA,
RRAGB,
RRAGD,
RRAS,
RRAS2,
RRBP1,
RREB1,
RRH,
RRM1,
RRM2,
RRM2B,
RRN3,
RRP1,
RRP12,
RRP15,
RRP1B,
RRP36,
RRP7A,
RRP8,
RRP9,
RRS1,
RS1,
RSAD1,
RSAD2,LPS Response
RSBN1,LPS Response
RSBN1L,
RSC1A1,
RSF1,
RSL1,
RSL1D1,
RSL24D1,
RSPH1,
RSPH10B2,
RSPH3A,
RSPH3B,
RSPH4A,
RSPH6A,
RSPH9,
RSPO1,
RSPO2,
RSPO3,
RSPO4,
RSPRY1,
RSRC1,
RSRC2,
RSU1,
RTBDN,
RTCD1,
RTDR1,
RTEL1,
RTF1,
RTKN,
RTKN2,
RTL1,
RTN1,
RTN2,
RTN3,
RTN4,
RTN4IP1,
RTN4R,
RTN4RL1,
RTN4RL2,
RTP1,
RTP2,
RTP3,
RTP4,LPS Response
RTTN,
RUFY1,
RUFY2,
RUFY3,
RUFY4,
RUNDC1,
RUNDC2A,
RUNDC3A,
RUNDC3B,
RUNX1,
RUNX1T1,
RUNX2,
RUNX3,
RUSC1,
RUSC2,
RUVBL1,
RUVBL2,
RWDD1,
RWDD2A,
RWDD2B,
RWDD3,
RWDD4A,
RXFP1,
RXFP2,
RXFP3,
RXFP4,
RXRA,
RXRB,
RXRG,
RYA3,
RYBP,
RYK,
RYR1,
RYR2,
RYR3,
S100A1,
S100A10,
S100A11,
S100A13,
S100A14,
S100A16,
S100A2,
S100A3,
S100A4,
S100A5,
S100A6,
S100A7A,
S100A8,
S100A9,
S100B,
S100G,
S100PBP,
S100Z,
S11-6,
S1PR1,
S1PR2,
S1PR3,LPS Response
S1PR4,
S1PR5,
S60130,
S60135,
S94460,
SAA1,
SAA2,
SAA3,LPS Response
SAA4,
SAAL1,
SAC3D1,
SACM1L,
SACS,
SAE1,
SAFB,
SAFB2,
SAG,
SALL1,
SALL2,
SALL3,
SALL4,
SAMD1,
SAMD10,
SAMD12,
SAMD14,
SAMD3,
SAMD4,
SAMD4B,
SAMD5,
SAMD7,
SAMD8,
SAMD9L,LPS Response
SAMHD1,LPS Response
SAMM50,
SAMSN1,
SAP130,
SAP30,LPS Response
SAP30BP,
SAP30L,
SAR1A,
SAR1B,
SARDH,
SARM1,
SARNP,
SARS,
SART1,
SART3,
SASH1,
SASH3,
SASS6,
SAT1,
SAT2,
SATB1,
SATB2,
SATL1,
SAV1,
SBDS,LPS Response
SBF1,
SBF2,
SBK1,
SBK2,
SBNO1,
SBNO2,
SBP,
SBPL,
SBSN,
SC4MOL,
SC5D,
SCAF1,
SCAF11,
SCAF4,
SCAI,
SCAMP1,
SCAMP2,
SCAMP4,
SCAMP5,
SCAND1,
SCAND3,
SCAP,
SCAPER,
SCARA3,
SCARA5,
SCARB1,
SCARB2,
SCARF1,LPS Response
SCARF2,
SCARNA10,
SCARNA13,
SCARNA17,
SCARNA2,
SCARNA3A,
SCARNA3B,
SCARNA6,
SCARNA8,
SCARNA9,
SCCPDH,
SCD1,
SCD2,
SCD3,
SCD4,
SCEL,
SCFD1,
SCFD2,
SCG2,
SCG3,
SCG5,
SCGB1A1,
SCGB1C1,
SCGB3A1,
SCGB3A2,
SCGN,
SCIN,
SCLT1,
SCLY,
SCMH1,
SCML2,
SCML4,
SCN10A,
SCN11A,
SCN1B,
SCN2A1,
SCN2B,
SCN3A,
SCN3B,
SCN4A,
SCN4B,
SCN5A,
SCN7A,
SCN8A,
SCN9A,
SCNM1,
SCNN1A,
SCNN1B,
SCNN1G,
SCO1,LPS Response
SCOC,
SCP2,
SCPEP1,
SCPPPQ1,
SCRG1,
SCRIB,
SCRN1,
SCRN2,
SCRN3,
SCRT1,
SCRT2,
SCT,
SCTR,
SCUBE1,
SCUBE2,
SCUBE3,
SCX,
SCYL1,
SCYL2,
SCYL3,
SDAD1,
SDC1,
SDC2,
SDC3,
SDC4,LPS Response
SDCBP,
SDCBP2,LPS Response
SDCCAG1,
SDCCAG3,
SDCCAG8,
SDF2,
SDF2L1,
SDF4,
SDHA,
SDHAF1,
SDHAF2,
SDHB,
SDHC,
SDHD,
SDK1,
SDK2,
SDPR,
SDR16C5,
SDR16C6,
SDR39U1,
SDR42E1,
SDR9C7,
SDS,
SDSL,
SEBOX,
SEC1,
SEC11A,
SEC11C,
SEC13,
SEC14L1,
SEC14L2,
SEC14L3,
SEC14L4,
SEC14L5,
SEC16A,
SEC16B,
SEC20,
SEC22A,
SEC22B,
SEC22C,
SEC23A,
SEC23B,
SEC23IP,
SEC24A,
SEC24B,LPS Response
SEC24C,
SEC24D,
SEC31A,
SEC31B,
SEC61A1,
SEC61A2,
SEC61B,
SEC61G,
SEC62,
SEC63,
SECISBP2,
SECISBP2L,
SECTM1A,
SECTM1B,
SEF,
SEH1L,
SEL1L,
SEL1L2,
SEL1L3,
SELE,
SELENBP1,
SELENBP2,
SELK,
SELL,
SELM,
SELP,
SELPLG,
SEMA3A,
SEMA3B,
SEMA3C,
SEMA3D,
SEMA3E,
SEMA3F,
SEMA3G,
SEMA4A,
SEMA4B,
SEMA4C,
SEMA4D,
SEMA4F,
SEMA4G,
SEMA5A,
SEMA5B,
SEMA6A,
SEMA6B,
SEMA6C,
SEMA6D,
SEMA7A,LPS Response
SENP1,
SENP2,
SENP3,
SENP5,
SENP6,
SENP7,
SENP8,
41532,
SEPHS1,
SEPHS2,
SEPN1,
SEPP1,
SEPSECS,
41518,
41527,
41528,
41529,
41531,
41519,
41520,
41521,
41522,
41523,
41524,
41525,
41526,
SEPW1,
SEPX1,
SERAC1,
SERBP1,
SERF1,
SERF2,
SERGEF,
SERHL,
SERINC1,
SERINC2,
SERINC3,
SERINC4,
SERINC5,
SERP1,
SERP2,
SERPINA10,
SERPINA11,
SERPINA12,
SERPINA1A,
SERPINA1B,
SERPINA1C,
SERPINA1E,
SERPINA1F,
SERPINA3A,
SERPINA3B,
SERPINA3C,
SERPINA3G,LPS Response
SERPINA3H,
SERPINA3I,LPS Response
SERPINA3J,
SERPINA3K,
SERPINA3N,
SERPINA4-PS1,
SERPINA5,
SERPINA6,
SERPINA7,
SERPINA9,
SERPINB10-PS,
SERPINB11,
SERPINB12,
SERPINB13,
SERPINB1A,
SERPINB1B,
SERPINB1C,
SERPINB2,LPS Response
SERPINB3A,
SERPINB3B,
SERPINB3C,
SERPINB3D,
SERPINB5,
SERPINB6A,
SERPINB6B,
SERPINB6C,
SERPINB6D,
SERPINB6E,
SERPINB7,
SERPINB8,
SERPINB9,LPS Response
SERPINB9B,LPS Response
SERPINB9C,
SERPINB9D,
SERPINB9E,
SERPINB9F,
SERPINB9G,
SERPINC1,
SERPIND1,
SERPINE1,LPS Response
SERPINE2,
SERPINE3,
SERPINF1,
SERPINF2,
SERPING1,
SERPINH1,
SERPINI1,
SERPINI2,
SERRSMT,
SERTAD1,
SERTAD2,
SERTAD3,
SERTAD4,
SESN1,
SESN2,
SESN3,
SESTD1,
SET,
SETBP1,
SETD1A,
SETD1B,
SETD2,
SETD3,
SETD4,
SETD6,
SETD7,
SETD8,
SETDB1,
SETDB2,LPS Response
SETMAR,
SETX,
SEZ6,
SEZ6L,
SEZ6L2,
SF1,
SF3A1,
SF3A2,
SF3A3,
SF3B1,
SF3B2,
SF3B3,
SF3B4,
SF3B5,
SF4,
SFI1,
SFMBT1,
SFMBT2,
SFN,
SFPI1,
SFPQ,
SFRP1,
SFRP2,
SFRP4,
SFRP5,
SFRS16,
SFRS18,
SFT2D1,
SFT2D2,
SFT2D3,
SFTA2,
SFTPA1,
SFTPB,
SFTPC,
SFTPD,
SFXN1,
SFXN2,
SFXN3,
SFXN4,
SFXN5,
SGCA,
SGCB,LPS Response
SGCD,
SGCE,
SGCG,
SGCZ,
SGIGSF,
SGIP1,
SGK1,
SGK2,
SGK3,LPS Response
SGMS1,
SGMS2,
SGOL1,
SGOL2,
SGPL1,
SGPP1,
SGPP2,
SGSH,
SGSM1,
SGSM2,
SGSM3,
SGTA,
SGTB,
SH2B1,
SH2B2,
SH2B3,
SH2D1A,
SH2D1B1,
SH2D1B2,
SH2D2A,
SH2D3C,
SH2D4A,
SH2D4B,
SH2D5,
SH2D6,
SH2D7,
SH3BGR,
SH3BGRL,
SH3BGRL2,
SH3BGRL3,
SH3BP1,
SH3BP2,
SH3BP4,
SH3BP5,LPS Response
SH3BP5L,
SH3D19,
SH3D20,
SH3GL1,
SH3GL2,
SH3GL3,
SH3GLB1,
SH3GLB2,
SH3KBP1,
SH3PXD2A,
SH3PXD2B,
SH3RF1,
SH3RF2,
SH3RF3,
SH3TC1,
SH3TC2,
SH3YL1,
SHANK1,
SHANK2,
SHANK3,
SHARPIN,
SHB,
SHBG,
SHC1,
SHC2,
SHC3,
SHC4,
SHCBP1,
SHD,
SHE,
SHF,
SHFM1,
SHH,
SHISA2,
SHISA3,LPS Response
SHISA4,
SHISA5,
SHISA6,
SHISA7,
SHISA9,
SHKBP1,
SHMT1,
SHMT2,
SHOC2,
SHOX2,
SHPK,
SHPRH,
SHQ1,
SHROOM1,
SHROOM2,
SHROOM3,
SHROOM4,
SIAE,
SIAH1A,
SIAH1B,
SIAH2,
SIAH3,
SIDT1,
SIDT2,
SIGIRR,
SIGLEC1,
SIGLEC15,
SIGLEC5,
SIGLECE,
SIGLECG,
SIGLECH,
SIGMAR1,
SIK1,
SIK2,
SIK3,
SIKE1,
SIL1,
SIM1,
SIM2,
SIN3A,
SIN3B,
SIP1,
SIPA1,
SIPA1L1,LPS Response
SIPA1L2,
SIPA1L3,
SIRPA,
SIRPB1B,
SIRT1,
SIRT2,
SIRT3,
SIRT4,
SIRT5,
SIRT6,
SIRT7,
SIS,
SIT1,
SIVA1,
SIX1,LPS Response
SIX2,
SIX3,
SIX3OS1,
SIX4,
SIX5,
SIX6,
SKAP1,
SKAP2,
SKI,
SKIL,LPS Response
SKINT1,
SKINT10,
SKINT11,
SKINT2,
SKINT3,
SKINT4,
SKINT5,
SKINT6,
SKINT7,
SKINT8,
SKINT9,
SKIV2L,
SKIV2L2,
SKOR1,
SKOR2,
SKP1A,
SKP2,
SKRP1,
SLA,
SLA2,
SLAIN1,
SLAIN2,
SLAMF1,LPS Response
SLAMF6,
SLAMF7,LPS Response
SLAMF8,
SLAMF9,
SLBP,
SLC10A1,
SLC10A2,
SLC10A3,
SLC10A4,
SLC10A5,
SLC10A6,
SLC10A7,
SLC11A1,
SLC11A2,LPS Response
SLC12A1,
SLC12A2,
SLC12A3,
SLC12A4,
SLC12A5,
SLC12A6,LPS Response
SLC12A7,
SLC12A8,
SLC12A9,
SLC13A1,
SLC13A2,
SLC13A3,
SLC13A4,
SLC13A5,
SLC14A1,
SLC14A2,
SLC15A1,
SLC15A2,
SLC15A3,LPS Response
SLC15A4,
SLC15A5,
SLC16A1,
SLC16A10,LPS Response
SLC16A11,
SLC16A12,
SLC16A13,
SLC16A14,
SLC16A2,
SLC16A3,
SLC16A4,
SLC16A5,
SLC16A6,
SLC16A7,
SLC16A8,
SLC16A9,
SLC17A1,
SLC17A2,
SLC17A3,
SLC17A4,
SLC17A5,
SLC17A6,
SLC17A7,
SLC17A8,
SLC17A9,
SLC18A1,
SLC18A2,
SLC18A3,
SLC19A1,
SLC19A2,
SLC19A3,
SLC1A1,
SLC1A2,LPS Response
SLC1A3,
SLC1A4,
SLC1A5,
SLC1A6,
SLC1A7,
SLC20A1,
SLC20A2,
SLC22A1,
SLC22A12,
SLC22A13,
SLC22A14,
SLC22A15,
SLC22A16,
SLC22A17,
SLC22A18,
SLC22A19,
SLC22A2,
SLC22A20,
SLC22A21,
SLC22A23,
SLC22A3,
SLC22A4,
SLC22A5,
SLC22A6,
SLC22A7,
SLC22A8,
SLC23A1,
SLC23A3,
SLC24A1,
SLC24A2,
SLC24A3,
SLC24A4,
SLC24A5,
SLC24A6,
SLC25A1,
SLC25A10,
SLC25A11,
SLC25A12,
SLC25A13,
SLC25A14,
SLC25A15,
SLC25A16,
SLC25A17,
SLC25A18,
SLC25A19,
SLC25A2,
SLC25A20,
SLC25A21,
SLC25A22,LPS Response
SLC25A23,
SLC25A24,
SLC25A25,LPS Response
SLC25A26,
SLC25A27,
SLC25A28,
SLC25A29,
SLC25A3,
SLC25A30,
SLC25A31,
SLC25A32,
SLC25A33,
SLC25A34,
SLC25A35,
SLC25A36,
SLC25A37,
SLC25A38,
SLC25A39,
SLC25A4,
SLC25A40,
SLC25A41,
SLC25A42,
SLC25A43,
SLC25A44,
SLC25A45,
SLC25A46,
SLC25A48,
SLC25A5,
SLC26A1,
SLC26A10,
SLC26A11,
SLC26A2,
SLC26A3,
SLC26A4,
SLC26A5,
SLC26A6,
SLC26A7,
SLC26A8,
SLC26A9,
SLC27A1,
SLC27A2,
SLC27A3,
SLC27A4,
SLC27A5,
SLC27A6,
SLC28A1,
SLC28A2,LPS Response
SLC28A3,
SLC29A1,
SLC29A2,
SLC29A3,
SLC29A4,
SLC2A1,
SLC2A10,
SLC2A12,
SLC2A13,
SLC2A2,
SLC2A3,
SLC2A4,
SLC2A5,
SLC2A6,LPS Response
SLC2A7,
SLC2A8,
SLC2A9,
SLC30A1,
SLC30A10,
SLC30A2,
SLC30A3,
SLC30A4,LPS Response
SLC30A5,
SLC30A6,
SLC30A7,
SLC30A8,
SLC30A9,
SLC31A1,
SLC31A2,
SLC32A1,
SLC33A1,
SLC34A1,
SLC34A2,
SLC34A3,
SLC35A1,
SLC35A2,
SLC35A3,
SLC35A4,
SLC35A5,
SLC35B1,
SLC35B2,
SLC35B3,
SLC35B4,
SLC35C1,
SLC35C2,
SLC35D1,
SLC35D2,
SLC35D3,
SLC35E1,
SLC35E2,
SLC35E3,
SLC35E4,
SLC35F1,
SLC35F2,
SLC35F3,
SLC35F4,
SLC35F5,
SLC36A1,
SLC36A2,
SLC36A3,
SLC36A4,
SLC37A1,
SLC37A2,
SLC37A3,
SLC37A4,
SLC38A1,
SLC38A10,
SLC38A11,
SLC38A2,
SLC38A3,
SLC38A4,
SLC38A5,
SLC38A6,
SLC38A7,
SLC38A8,
SLC38A9,
SLC39A1,
SLC39A10,
SLC39A11,
SLC39A12,
SLC39A13,
SLC39A14,
SLC39A2,LPS Response
SLC39A3,
SLC39A4,
SLC39A5,
SLC39A6,
SLC39A7,
SLC39A8,
SLC39A9,
SLC3A1,
SLC3A2,LPS Response
SLC40A1,
SLC41A1,
SLC41A2,
SLC41A3,
SLC43A1,
SLC43A2,
SLC43A3,
SLC44A1,LPS Response
SLC44A2,
SLC44A3,
SLC44A4,
SLC44A5,
SLC45A1,
SLC45A2,
SLC45A3,
SLC45A4,
SLC46A1,
SLC46A2,
SLC46A3,
SLC47A1,
SLC47A2,
SLC48A1,
SLC4A1,
SLC4A10,
SLC4A11,
SLC4A1AP,
SLC4A2,
SLC4A3,
SLC4A4,
SLC4A5,
SLC4A7,
SLC4A8,
SLC4A9,
SLC50A1,
SLC5A1,
SLC5A10,
SLC5A11,
SLC5A12,
SLC5A2,
SLC5A3,
SLC5A4A,
SLC5A4B,
SLC5A5,
SLC5A6,
SLC5A7,
SLC5A8,
SLC5A9,
SLC6A1,
SLC6A11,
SLC6A12,
SLC6A13,
SLC6A14,
SLC6A15,
SLC6A17,
SLC6A18,
SLC6A19,
SLC6A2,
SLC6A20A,
SLC6A20B,
SLC6A3,
SLC6A4,
SLC6A5,
SLC6A6,
SLC6A7,
SLC6A8,
SLC6A9,
SLC7A1,
SLC7A10,
SLC7A11,LPS Response
SLC7A12,
SLC7A13,
SLC7A14,
SLC7A15,
SLC7A2,LPS Response
SLC7A3,
SLC7A4,
SLC7A5,
SLC7A6,
SLC7A6OS,
SLC7A7,
SLC7A8,LPS Response
SLC7A9,
SLC8A1,
SLC8A2,
SLC8A3,
SLC9A1,
SLC9A10,
SLC9A2,
SLC9A3,
SLC9A3R1,
SLC9A3R2,
SLC9A4,
SLC9A5,
SLC9A6,
SLC9A7,
SLC9A9,
SLCO1A1,
SLCO1A4,
SLCO1A5,
SLCO1A6,
SLCO1B2,
SLCO1C1,
SLCO2A1,
SLCO2B1,
SLCO3A1,LPS Response
SLCO4A1,
SLCO4C1,
SLCO5A1,
SLCO6B1,
SLCO6C1,
SLCO6D1,
SLFN1,LPS Response
SLFN10-PS,LPS Response
SLFN14-PS,
SLFN2,LPS Response
SLFN3,LPS Response
SLFN4,LPS Response
SLFN5,LPS Response
SLFN8,LPS Response
SLFN9,LPS Response
SLFNL1,
SLIRP,
SLIT1,
SLIT2,
SLIT3,
SLITRK1,
SLITRK2,
SLITRK3,
SLITRK4,
SLITRK5,
SLITRK6,
SLK,
SLM1,
SLMAP,
SLMO1,
SLMO2,
SLN,
SLP1,
SLPI,LPS Response
SLTM,
SLU7,
SLURP1,
SLY,
SMAD1,
SMAD2,
SMAD3,
SMAD4,
SMAD5,
SMAD6,
SMAD7,
SMAD9,
SMAGP,
SMAP1,
SMAP2,
SMARCA1,
SMARCA2,
SMARCA4,
SMARCA5,
SMARCAL1,
SMARCB1,
SMARCC1,
SMARCC2,
SMARCD1,
SMARCD2,
SMARCD3,
SMARCE1,
SMC1A,
SMC1B,
SMC2,
SMC3,
SMC4,
SMC5,
SMC6,
SMCP,
SMCR7,
SMCR7L,
SMCR8,
SMEK1,
SMEK2,
SMG1,
SMG5,
SMG6,
SMG7,LPS Response
SMG8,
SMIF,
SMN1,
SMNDC1,
SMO,
SMOC1,
SMOC2,
SMOK(TCR),
SMOK2A,
SMOK2B,
SMOK3A,
SMOK3B,
SMOX,
SMPD1,
SMPD2,
SMPD3,
SMPD4,
SMPDL3A,
SMPDL3B,
SMPX,
SMR2,
SMR3A,
SMRP1,
SMS,
SMTN,
SMTNL1,
SMTNL2,
SMU1,
SMUG1,
SMURF1,
SMURF2,
SMYD1,
SMYD2,
SMYD3,
SMYD4,
SMYD5,
SNAI1,
SNAI2,
SNAI3,
SNAP23,
SNAP25,
SNAP29,
SNAP47,
SNAP91,
SNAPC1,
SNAPC2,
SNAPC3,
SNAPC4,
SNAPC5,
